ID, Name, Date, In Danger, Danger list, long, lat, Area [ha], Category, Countries, Region
621, "Historic Centre of Telč", 1992, 0, , 15.45397222, 49.18413889, 36, Cultural, "Czechia", "Europe and North America"
622, "Vlkolínec", 1993, 0, , 19.27833333, 49.03916667, 4.9, Cultural, "Slovakia", "Europe and North America"
623, "Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System", 1992, 0, , 10.34, 51.82, 1009.89, Cultural, "Germany", "Europe and North America"
624, "Town of Bamberg", 1993, 0, , 10.88888889, 49.89166667, 142, Cultural, "Germany", "Europe and North America"
625, "Mir Castle Complex", 2000, 0, , 26.47272222, 53.45108333, 27, Cultural, "Belarus", "Europe and North America"
629, "Macquarie Island", 1997, 0, , 158.8955556, -54.59472222, 557280, Natural, "Australia", "Asia and the Pacific"
630, "K’gari (Fraser Island)", 1992, 0, , 153.1333333, -25.21666667, 181851, Natural, "Australia", "Asia and the Pacific"
631, "El Tajin, Pre-Hispanic City", 1992, 0, , -97.377642, 20.446095, 240, Cultural, "Mexico", "Latin America and the Caribbean"
632, "Cultural and Historic Ensemble of the Solovetsky Islands", 1992, 0, , 35.66666667, 65.08333333, 28834, Cultural, "Russian Federation", "Europe and North America"
633, "White Monuments of Vladimir and Suzdal", 1992, 0, , 40.41666667, 56.15, 0, Cultural, "Russian Federation", "Europe and North America"
634, "Church of the Ascension, Kolomenskoye", 1994, 0, , 37.67389, 55.65556, 0, Cultural, "Russian Federation", "Europe and North America"
635, "Bourges Cathedral", 1992, 0, , 2.398333333, 47.08222222, 0.85, Cultural, "France", "Europe and North America"
637, "Jiuzhaigou Valley Scenic and Historic Interest Area", 1992, 0, , 103.91667, 33.08333, 72000, Natural, "China", "Asia and the Pacific"
638, "Huanglong Scenic and Historic Interest Area", 1992, 0, , 103.82222, 32.75417, 60000, Natural, "China", "Asia and the Pacific"
640, "Wulingyuan Scenic and Historic Interest Area", 1992, 0, , 110.5, 29.33333, 26400, Natural, "China", "Asia and the Pacific"
642, "Prambanan Temple Compounds", 1991, 0, , 110.49167, -7.75222, 0, Cultural, "Indonesia", "Asia and the Pacific"
648, "Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue", 1993, 0, , -55.702672, -27.131613, 27.88, Cultural, "Paraguay", "Latin America and the Caribbean"
652, "Puerto-Princesa Subterranean River National Park", 1999, 0, , 118.9166667, 10.16666667, 22202, Natural, "Philippines", "Asia and the Pacific"
653, "Tubbataha Reefs Natural Park", 1993, 0, , 119.8675, 8.953333333, 96828, Natural, "Philippines", "Asia and the Pacific"
657, "Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad", 1993, 0, , 38.1312, 56.31035, 22.75, Cultural, "Russian Federation", "Europe and North America"
658, "Coro and its Port", 1993, 1, Y 2005, -69.679228, 11.409794, 18.4, Cultural, "Venezuela (Bolivarian Republic of)", "Latin America and the Caribbean"
659, "Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne", 1993, 0, , -6.4755, 53.69469444, 770, Cultural, "Ireland", "Europe and North America"
660, "Buddhist Monuments in the Horyu-ji Area", 1993, 0, , 135.7333333, 34.61666667, 15.3, Cultural, "Japan", "Asia and the Pacific"
661, "Himeji-jo", 1993, 0, , 134.7, 34.83333333, 107, Cultural, "Japan", "Asia and the Pacific"
662, "Yakushima", 1993, 0, , 130.5086111, 30.315, 10747, Natural, "Japan", "Asia and the Pacific"
663, "Shirakami-Sanchi", 1993, 0, , 140.1155556, 40.4525, 16971, Natural, "Japan", "Asia and the Pacific"
664, "Archaeological Ensemble of Mérida", 1993, 0, , -6.33778, 38.91611, 30.77, Cultural, "Spain", "Europe and North America"
665, "Royal Monastery of Santa María de Guadalupe", 1993, 0, , -5.3275, 39.45285, 1.1, Cultural, "Spain", "Europe and North America"
666, "Lumbini, the Birthplace of the Lord Buddha", 1997, 0, , 83.27611, 27.46889, 1.95, Cultural, "Nepal", "Asia and the Pacific"
668, "Angkor", 1992, 0, P 1992-2004, 103.8333333, 13.43333333, 40100, Cultural, "Cambodia", "Asia and the Pacific"
669, "Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain", 1993, 0, , -6.414722222, 43.335, , Cultural, "Spain", "Europe and North America"
670, "The Sassi and the Park of the Rupestrian Churches of Matera", 1993, 0, , 16.61027778, 40.66638889, 1016, Cultural, "Italy", "Europe and North America"
672, "Ha Long Bay - Cat Ba Archipelago", 1994, 0, , 107.1611111, 20.83277778, 65650, Natural, "Viet Nam", "Asia and the Pacific"
675, "Joya de Cerén Archaeological Site", 1993, 0, , -89.36916667, 13.8275, 3200, Cultural, "El Salvador", "Latin America and the Caribbean"
676, "Historic Centre of Zacatecas", 1993, 0, , -102.573531, 22.775484, 207.72, Cultural, "Mexico", "Latin America and the Caribbean"
677, "Baroque Churches of the Philippines", 1993, 0, , 120.97, 14.59, , Cultural, "Philippines", "Asia and the Pacific"
678, "Complex of Hué Monuments", 1993, 0, , 107.57778, 16.46944, 315.47, Cultural, "Viet Nam", "Asia and the Pacific"
682, "Bwindi Impenetrable National Park", 1994, 0, , 29.692, -1.047, 32092, Natural, "Uganda", "Africa"
684, "Rwenzori Mountains National Park", 1994, 0, P 1999-2004, 29.92416667, 0.223611111, 99600, Natural, "Uganda", "Africa"
685, "Doñana National Park", 1994, 0, , -6.358861, 36.9477, 54251.7, Natural, "Spain", "Europe and North America"
686, "Miguasha National Park", 1999, 0, , -66.35305556, 48.105, 87.3, Natural, "Canada", "Europe and North America"
687, "Völklingen Ironworks", 1994, 0, , 6.844222222, 49.24872222, 7.46, Cultural, "Germany", "Europe and North America"
688, "Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)", 1994, 0, , 135.7694444, 34.98055556, 1056, Cultural, "Japan", "Asia and the Pacific"
689, "As-Salt - The Place of Tolerance and Urban Hospitality", 2021, 0, , 35.72830556, 32.04261111, 24.68, Cultural, "Jordan", "Arab States"
690, "Pilgrimage Church of St John of Nepomuk at Zelená Hora", 1994, 0, , 15.94205833, 49.5802, 0.64, Cultural, "Czechia", "Europe and North America"
692, "Forest Massif of Odzala-Kokoua", 2023, 0, , 14.86027778, 1.335555556, 1179376, Natural, "Congo", "Africa"
695, "Roskilde Cathedral", 1995, 0, , 12.07989985, 55.64266541, 0.4, Cultural, "Denmark", "Europe and North America"
696, "Kronborg Castle", 2000, 0, , 12.62083333, 56.03889, 0, Cultural, "Denmark", "Europe and North America"
697, "Jelling Mounds, Runic Stones and Church", 1994, 0, , 9.42, 55.75638889, 12.7, Cultural, "Denmark", "Europe and North America"
698, "Australian Fossil Mammal Sites (Riversleigh / Naracoorte)", 1994, 0, , 138.7166667, -19.08333333, 10326, Natural, "Australia", "Asia and the Pacific"
699, "City of Luxembourg: its Old Quarters and Fortifications", 1994, 0, , 6.13333, 49.61, 29.94, Cultural, "Luxembourg", "Europe and North America"
700, "Lines and Geoglyphs of Nasca and Palpa", 1994, 0, , -75.14861, -14.72583, 75358.47, Cultural, "Peru", "Latin America and the Caribbean"
701, "Canaima National Park", 1994, 0, , -62.037883, 5.337994, 3000000, Natural, "Venezuela (Bolivarian Republic of)", "Latin America and the Caribbean"
702, "Earliest 16th-Century Monasteries on the Slopes of Popocatepetl", 1994, 0, , -98.89777778, 18.93472222, 24.33, Cultural, "Mexico", "Latin America and the Caribbean"
703, "Mountain Resort and its Outlying Temples, Chengde", 1994, 0, , 117.93833, 40.98694, 611.2, Cultural, "China", "Asia and the Pacific"
704, "Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu", 1994, 0, , 116.994561, 35.613215, 183, Cultural, "China", "Asia and the Pacific"
705, "Ancient Building Complex in the Wudang Mountains", 1994, 0, , 111, 32.46667, 0, Cultural, "China", "Asia and the Pacific"
707, "Historic Ensemble of the Potala Palace, Lhasa", 1994, 0, , 91.11717, 29.65792, 60.5, Cultural, "China", "Asia and the Pacific"
708, "Historical Monuments of Mtskheta", 1994, 0, P 2009-2016, 44.72102778, 41.84227778, 3.85, Cultural, "Georgia", "Europe and North America"
709, "Upper Svaneti", 1996, 0, , 43.009, 42.914, 1.06, Cultural, "Georgia", "Europe and North America"
710, "Gelati Monastery", 1994, 0, P 2010-2017, 42.76833333, 42.29472222, 4.2, Cultural, "Georgia", "Europe and North America"
711, "Los Katíos National Park", 1994, 0, P 2009-2015, -77.146271, 7.803975, 72000, Natural, "Colombia", "Latin America and the Caribbean"
712, "City of Vicenza and the Palladian Villas of the Veneto", 1994, 0, , 11.54944444, 45.54916667, 333.87, Cultural, "Italy", "Europe and North America"
714, "Rock Paintings of the Sierra de San Francisco", 1993, 0, , -113.020427, 27.626963, 182600, Cultural, "Mexico", "Latin America and the Caribbean"
715, "Rapa Nui National Park", 1995, 0, , -109.365683, -27.074403, 6666, Cultural, "Chile", "Latin America and the Caribbean"
717, "Historic Centre of Siena", 1995, 0, , 11.33166667, 43.31861111, 170, Cultural, "Italy", "Europe and North America"
718, "Okapi Wildlife Reserve", 1996, 1, Y 1997, 28.5, 2, 1372625, Natural, "Democratic Republic of the Congo", "Africa"
719, "Virgin Komi Forests", 1995, 0, , 58.9525, 63.62583333, 3280000, Natural, "Russian Federation", "Europe and North America"
720, "Messel Pit Fossil Site", 1995, 0, , 8.757, 49.918, 42, Natural, "Germany", "Europe and North America"
721, "Carlsbad Caverns National Park", 1995, 0, , -104.3833333, 32.16666667, 18926, Natural, "United States of America", "Europe and North America"
722, "Rice Terraces of the Philippine Cordilleras", 1995, 0, P 2001-2012, 121.13667, 16.93389, 0, Cultural, "Philippines", "Asia and the Pacific"
723, "Cultural Landscape of Sintra", 1995, 0, , -9.41667, 38.78333, 946, Cultural, "Portugal", "Europe and North America"
724, "Medieval Monuments in Kosovo", 2004, 1, Y 2006, 20.26555556, 42.66111111, 2.8802, Cultural, "Serbia", "Europe and North America"
725, "Caves of Aggtelek Karst and Slovak Karst", 1995, 0, , 20.48687, 48.47573, 56650.57, Natural, "Hungary,Slovakia", "Europe and North America"
726, "Historic Centre of Naples", 1995, 0, , 14.26277778, 40.85138889, 1021, Cultural, "Italy", "Europe and North America"
728, "Old and New Towns of Edinburgh", 1995, 0, , -3.216666667, 55.95, 0, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
729, "Bauhaus and its Sites in Weimar, Dessau and Bernau", 1996, 0, , 11.3295, 50.97477778, 8.1614, Cultural, "Germany", "Europe and North America"
730, "Crespi d'Adda", 1995, 0, , 9.53833, 45.59333, 0, Cultural, "Italy", "Europe and North America"
731, "Hanseatic Town of Visby", 1995, 0, , 18.29583, 57.64167, 0, Cultural, "Sweden", "Europe and North America"
732, "Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec", 1995, 0, , 15.26666667, 49.95, 62.437, Cultural, "Czechia", "Europe and North America"
733, "Ferrara, City of the Renaissance, and its Po Delta", 1995, 0, , 11.61944444, 44.83777778, 46712, Cultural, "Italy", "Europe and North America"
734, "Historic Villages of Shirakawa-go and Gokayama", 1995, 0, , 136.8833333, 36.4, 68, Cultural, "Japan", "Asia and the Pacific"
736, "Seokguram Grotto and Bulguksa Temple", 1995, 0, , 129.349029, 35.791498, 0, Cultural, "Republic of Korea", "Asia and the Pacific"
737, "Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks", 1995, 0, , 128.098711, 35.801672, 0, Cultural, "Republic of Korea", "Asia and the Pacific"
738, "Jongmyo Shrine", 1995, 0, , 126.9936111, 37.57472222, 19.4, Cultural, "Republic of Korea", "Asia and the Pacific"
739, "Schokland and Surroundings", 1995, 0, , 5.771666667, 52.63861111, 1306, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
740, "Gough and Inaccessible Islands", 1995, 0, , -9.928611111, -40.32472222, 7900, Natural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
741, "Old Town Lunenburg", 1995, 0, , -64.30916667, 44.37611111, 33.85, Cultural, "Canada", "Europe and North America"
742, "Historic Centre of Santa Cruz de Mompox", 1995, 0, , -74.423084, 9.240492, 54.05, Cultural, "Colombia", "Latin America and the Caribbean"
743, "National Archeological Park of Tierradentro", 1995, 0, , -76.03333333, 2.583333333, 38.84, Cultural, "Colombia", "Latin America and the Caribbean"
744, "San Agustín Archaeological Park", 1995, 0, , -76.23333333, 1.916666667, 0, Cultural, "Colombia", "Latin America and the Caribbean"
747, "Historic Quarter of the City of Colonia del Sacramento", 1995, 0, , -57.849898, -34.47119, 19, Cultural, "Uruguay", "Latin America and the Caribbean"
749, "W-Arly-Pendjari Complex", 1996, 0, , 2.487777778, 11.88416667, 1714831, Natural, "Benin,Burkina Faso,Niger", "Africa"
750, "Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata", 1996, 0, , -11.62361, 20.92889, 0, Cultural, "Mauritania", "Arab States"
751, "Verla Groundwood and Board Mill", 1996, 0, , 26.64083, 61.06194, 22.778, Cultural, "Finland", "Europe and North America"
753, "Medina of Essaouira (formerly Mogador)", 2001, 0, , -9.770305556, 31.51411111, 56.7, Cultural, "Morocco", "Arab States"
754, "Lake Baikal", 1996, 0, , 107.6625, 53.17361111, 8800000, Natural, "Russian Federation", "Europe and North America"
755, "Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar", 1996, 0, , -8.616666667, 41.14166667, 0, Cultural, "Portugal", "Europe and North America"
757, "Sceilg Mhichíl", 1996, 0, , -10.53861, 51.77194, 21.9, Cultural, "Ireland", "Europe and North America"
758, "Millenary Benedictine Abbey of Pannonhalma and its Natural Environment", 1996, 0, , 17.78444, 47.55889, 47.4, Cultural, "Hungary", "Europe and North America"
759, "Dutch Water Defence Lines", 1996, 0, , 4.791388889, 52.555, 55404.9, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
761, "Kunta Kinteh Island and Related Sites", 2003, 0, , -16.35719444, 13.31616667, 7.5981, Cultural, "Gambia", "Africa"
762, "Church Town of Gammelstad, Luleå", 1996, 0, , 22.02861, 65.64611, 16.402, Cultural, "Sweden", "Europe and North America"
763, "Lednice-Valtice Cultural Landscape", 1996, 0, , 16.775, 48.77583, 14320, Cultural, "Czechia", "Europe and North America"
764, "Belize Barrier Reef Reserve System", 1996, 0, P 2009-2018, -87.846213, 17.190549, 96300, Natural, "Belize", "Latin America and the Caribbean"
765, "Volcanoes of Kamchatka", 1996, 0, , 158.5, 56.33333333, 3995769.37, Natural, "Russian Federation", "Europe and North America"
766, "Central Sikhote-Alin", 2001, 0, , 136.6611111, 46.68333333, 1566818, Natural, "Russian Federation", "Europe and North America"
768, "Golden Mountains of Altai", 1998, 0, , 86, 50.46666667, 1611457, Natural, "Russian Federation", "Europe and North America"
769, "Uvs Nuur Basin", 2003, 0, , 92.71972222, 50.275, 898063.5, Natural, "Mongolia,Russian Federation", "Asia and the Pacific,Europe and North America"
770, "Canal du Midi", 1996, 0, , 1.416388889, 43.61138889, 2007, Cultural, "France", "Europe and North America"
772, "Fertö / Neusiedlersee Cultural Landscape", 2001, 0, , 16.72272222, 47.71927778, 68369, Cultural, "Austria,Hungary", "Europe and North America"
773, "Pyrénées - Mont Perdu", 1997, 0, , -0.0005, 42.68542, 30639, Mixed, "France,Spain", "Europe and North America"
774, "Laponian Area", 1996, 0, , 17.58333, 67.33333, 940900, Mixed, "Sweden", "Europe and North America"
775, "Hiroshima Peace Memorial (Genbaku Dome)", 1996, 0, , 132.453611, 34.395556, 0.4, Cultural, "Japan", "Asia and the Pacific"
776, "Itsukushima Shinto Shrine", 1996, 0, , 132.3246389, 34.29441667, 431.2, Cultural, "Japan", "Asia and the Pacific"
777, "Monasteries of Haghpat and Sanahin", 1996, 0, , 44.71028, 41.095, 2.65, Cultural, "Armenia", "Europe and North America"
778, "Lushan National Park", 1996, 0, , 115.8666667, 29.43333333, 30200, Cultural, "China", "Asia and the Pacific"
779, "Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area", 1996, 0, , 103.76925, 29.5449, 15400, Mixed, "China", "Asia and the Pacific"
780, "Archaeological Site of Aigai (modern name Vergina)", 1996, 0, , 22.31833, 40.47139, 1420.81, Cultural, "Greece", "Europe and North America"
781, "Historic Walled Town of Cuenca", 1996, 0, , -2.13174, 40.07662, 22.79, Cultural, "Spain", "Europe and North America"
782, "La Lonja de la Seda de Valencia", 1996, 0, , -0.378444444, 39.47441667, 0.2, Cultural, "Spain", "Europe and North America"
783, "Luther Memorials in Eisleben and Wittenberg", 1996, 0, , 12.65278, 51.86472, 0.83, Cultural, "Germany", "Europe and North America"
784, "Historic Centre of the City of Salzburg", 1996, 0, , 13.04333333, 47.80055556, 236, Cultural, "Austria", "Europe and North America"
785, "Semmering Railway", 1998, 0, , 15.82797222, 47.64877778, 156.18, Cultural, "Austria", "Europe and North America"
786, "Palace and Gardens of Schönbrunn", 1996, 0, , 16.31333333, 48.18666667, 186.28, Cultural, "Austria", "Europe and North America"
787, "The <I>Trulli</I> of Alberobello", 1996, 0, , 17.23694, 40.7825, 10.52, Cultural, "Italy", "Europe and North America"
788, "Early Christian Monuments of Ravenna", 1996, 0, , 12.19625, 44.42041667, 1.32, Cultural, "Italy", "Europe and North America"
789, "Historic Centre of the City of Pienza", 1996, 0, , 11.67861111, 43.07694444, 4.41, Cultural, "Italy", "Europe and North America"
791, "Pre-Hispanic Town of Uxmal", 1996, 0, , -89.77027778, 20.36166667, 2059.8, Cultural, "Mexico", "Latin America and the Caribbean"
792, "Historic Monuments Zone of Querétaro", 1996, 0, , -100.392135, 20.593292, 258.3, Cultural, "Mexico", "Latin America and the Caribbean"
793, "Historic City of Meknes", 1996, 0, , -5.55833, 33.88333, , Cultural, "Morocco", "Arab States"
794, "Dougga / Thugga", 1997, 0, , 9.22028, 36.42361, 75, Cultural, "Tunisia", "Arab States"
795, "Maritime Greenwich", 1997, 0, , -0.003777778, 51.48116667, 109.5, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
797, "City of Verona", 2000, 0, , 10.99388889, 45.43861111, 444.4, Cultural, "Italy", "Europe and North America"
798, "The Sundarbans", 1997, 0, , 89.18333, 21.95, 139500, Natural, "Bangladesh", "Asia and the Pacific"
800, "Mount Kenya National Park/Natural Forest", 1997, 0, , 37.31555556, -0.155, 202334, Natural, "Kenya", "Africa"
801, "Lake Turkana National Parks", 1997, 1, Y 2018, 36.50366667, 3.051305556, 161485, Natural, "Kenya", "Africa"
803, "Las Médulas", 1997, 0, , -6.77075, 42.46939, 2208.2, Cultural, "Spain", "Europe and North America"
804, "Palau de la Música Catalana and Hospital de Sant Pau, Barcelona", 1997, 0, , 2.175, 41.38778, 6.87, Cultural, "Spain", "Europe and North America"
805, "San Millán Yuso and Suso Monasteries", 1997, 0, , -2.86496, 42.32586, 19.01, Cultural, "Spain", "Europe and North America"
806, "Hallstatt-Dachstein / Salzkammergut Cultural Landscape", 1997, 0, , 13.64638889, 47.55944444, 28637, Cultural, "Austria", "Europe and North America"
809, "Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč", 1997, 0, , 13.59333333, 45.22858333, 1.1, Cultural, "Croatia", "Europe and North America"
810, "Historic City of Trogir", 1997, 0, , 16.25136111, 43.51708333, 6.4, Cultural, "Croatia", "Europe and North America"
811, "Old Town of Lijiang", 1997, 0, , 100.23333, 26.86667, 145.6, Cultural, "China", "Asia and the Pacific"
812, "Ancient City of Ping Yao", 1997, 0, , 112.15444, 37.20139, 245.62, Cultural, "China", "Asia and the Pacific"
813, "Classical Gardens of Suzhou", 1997, 0, , 120.45, 31.31666667, 11.922, Cultural, "China", "Asia and the Pacific"
814, "Morne Trois Pitons National Park", 1997, 0, , -61.30661, 15.331113, 6857, Natural, "Dominica", "Latin America and the Caribbean"
815, "Hospicio Cabañas, Guadalajara", 1997, 0, , -103.337798, 20.676888, 2.34, Cultural, "Mexico", "Latin America and the Caribbean"
816, "Changdeokgung Palace Complex", 1997, 0, , 126.9911111, 37.57888889, 0, Cultural, "Republic of Korea", "Asia and the Pacific"
817, "Hwaseong Fortress", 1997, 0, , 127.00833, 37.27222, 0, Cultural, "Republic of Korea", "Asia and the Pacific"
818, "Mill Network at Kinderdijk-Elshout", 1997, 0, , 4.649444444, 51.8825, 322, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
819, "Historic Area of Willemstad, Inner City and Harbour, Curaçao", 1997, 0, , -68.90222, 12.10194, 86, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
820, "Cocos Island National Park", 1997, 0, , -87.06666667, 5.533333333, 199700, Natural, "Costa Rica", "Latin America and the Caribbean"
821, "Historic Centre of São Luís", 1997, 0, , -44.303369, -2.530054, 66.65, Cultural, "Brazil", "Latin America and the Caribbean"
822, "Historic Centre (Old Town) of Tallinn", 1997, 0, , 24.74, 59.437, 113, Cultural, "Estonia", "Europe and North America"
823, "Residences of the Royal House of Savoy", 1997, 0, , 7.68572, 45.07253, 370.82, Cultural, "Italy", "Europe and North America"
824, "Botanical Garden (Orto Botanico), Padua", 1997, 0, , 11.88066667, 45.39911111, 2.2, Cultural, "Italy", "Europe and North America"
825, "Archaeological Area and the Patriarchal Basilica of Aquileia", 1998, 0, , 13.3675, 45.76833333, 155.43, Cultural, "Italy", "Europe and North America"
826, "Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)", 1997, 0, , 9.72917, 44.10694, 4689.25, Cultural, "Italy", "Europe and North America"
827, "Cathedral, Torre Civica and Piazza Grande, Modena", 1997, 0, , 10.92568, 44.64624, 1.2, Cultural, "Italy", "Europe and North America"
828, "Historic Centre of Urbino", 1998, 0, , 12.63333, 43.725, 29.23, Cultural, "Italy", "Europe and North America"
829, "Archaeological Areas of Pompei, Herculaneum and Torre Annunziata", 1997, 0, , 14.48333333, 40.75, 98.05, Cultural, "Italy", "Europe and North America"
830, "Costiera Amalfitana", 1997, 0, , 14.60277778, 40.63333333, 11231, Cultural, "Italy", "Europe and North America"
831, "Archaeological Area of Agrigento", 1997, 0, , 13.59333333, 37.28972222, 934, Cultural, "Italy", "Europe and North America"
832, "Villa Romana del Casale", 1997, 0, , 14.33417, 37.36611, 8.92, Cultural, "Italy", "Europe and North America"
833, "Su Nuraxi di Barumini", 1997, 0, , 8.991388889, 39.70583333, 2.3254, Cultural, "Italy", "Europe and North America"
835, "Medieval Town of Toruń", 1997, 0, , 18.60416667, 53.01055556, 48, Cultural, "Poland", "Europe and North America"
836, "Archaeological Site of Volubilis", 1997, 0, , -5.55694, 34.07389, 42, Cultural, "Morocco", "Arab States"
837, "Medina of Tétouan (formerly known as Titawin)", 1997, 0, , -5.36667, 35.57083, 6.5, Cultural, "Morocco", "Arab States"
839, "Alejandro de Humboldt National Park", 2001, 0, , -75, 20.45, 71140, Natural, "Cuba", "Latin America and the Caribbean"
840, "Viñales Valley", 1999, 0, , -83.71667, 22.61667, 13200, Cultural, "Cuba", "Latin America and the Caribbean"
841, "San Pedro de la Roca Castle, Santiago de Cuba", 1997, 0, , -75.870441, 19.968446, 93.88, Cultural, "Cuba", "Latin America and the Caribbean"
842, "Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula", 1998, 0, , 15.26666667, 40.28333333, 159109.73, Cultural, "Italy", "Europe and North America"
846, "Classical Weimar", 1998, 0, , 11.32861, 50.9775, 0, Cultural, "Germany", "Europe and North America"
847, "Castle of the Teutonic Order in Malbork", 1997, 0, , 19.02972222, 54.041, 18.038, Cultural, "Poland", "Europe and North America"
848, "Choirokoitia", 1998, 0, , 33.34394315, 34.79674067, 6.2, Cultural, "Cyprus", "Europe and North America"
849, "Archaeological Site of Troy", 1998, 0, , 26.239, 39.95644, 158, Cultural, "Türkiye", "Europe and North America"
850, "Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab)", 1998, 0, , 36.95111111, 34.25388889, 1720.2, Cultural, "Lebanon", "Arab States"
852, "Historic Centre of Riga", 1997, 0, , 24.11667, 56.95417, 438.3, Cultural, "Latvia", "Europe and North America"
853, "Early Christian Necropolis of Pécs (Sopianae)", 2000, 0, , 18.22778, 46.07444, 3.76, Cultural, "Hungary", "Europe and North America"
854, "East Rennell", 1998, 1, Y 2013, 160.33333, -11.68333, 37000, Natural, "Solomon Islands", "Asia and the Pacific"
855, "Flemish Béguinages", 1998, 0, , 4.47375, 51.03097222, 59.95, Cultural, "Belgium", "Europe and North America"
856, "The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)", 1998, 0, , 4.13722, 50.48111, 67.3436, Cultural, "Belgium", "Europe and North America"
857, "La Grand-Place, Brussels", 1998, 0, , 4.35242, 50.84668, 1.48, Cultural, "Belgium", "Europe and North America"
859, "Holy Trinity Column in Olomouc", 2000, 0, , 17.25045833, 49.59393611, 0.05, Cultural, "Czechia", "Europe and North America"
860, "Gardens and Castle at Kroměříž", 1998, 0, , 17.37722222, 49.3, 74.5, Cultural, "Czechia", "Europe and North America"
861, "Holašovice Historic Village", 1998, 0, , 14.27261111, 48.96963889, 11.4, Cultural, "Czechia", "Europe and North America"
862, "Historic Monuments Zone of Tlacotalpan", 1998, 0, , -95.658676, 18.613459, 75, Cultural, "Mexico", "Latin America and the Caribbean"
863, "Historic Centre of Santa Ana de los Ríos de Cuenca", 1999, 0, , -79.004382, -2.897447, 224.14, Cultural, "Ecuador", "Latin America and the Caribbean"
865, "L'viv – the Ensemble of the Historic Centre", 1998, 1, Y 2023, 24.03198, 49.84163, 120, Cultural, "Ukraine", "Europe and North America"
866, "Prehistoric Rock Art Sites in the Côa Valley and Siega Verde", 1998, 0, , -6.661111111, 40.6975, , Cultural, "Portugal,Spain", "Europe and North America"
867, "Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station)", 1998, 0, , 5.67889, 52.84583, 7.32, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
868, "Routes of Santiago de Compostela in France", 1998, 0, , 0.722944444, 45.18405556, 97.21, Cultural, "France", "Europe and North America"
870, "Historic Monuments of Ancient Nara", 1998, 0, , 135.8394444, 34.67555556, 617, Cultural, "Japan", "Asia and the Pacific"
871, "Naval Port of Karlskrona", 1998, 0, , 15.58333, 56.16667, 320.417, Cultural, "Sweden", "Europe and North America"
872, "Historic Site of Lyon", 1998, 0, , 4.83333, 45.76722, 427, Cultural, "France", "Europe and North America"
873, "Provins, Town of Medieval Fairs", 2001, 0, , 3.298888889, 48.55972222, 108, Cultural, "France", "Europe and North America"
874, "Rock Art of the Mediterranean Basin on the Iberian Peninsula", 1998, 0, , -1.03331, 39.78995, 0, Cultural, "Spain", "Europe and North America"
875, "Archaeological Ensemble of Tarraco", 2000, 0, , 1.259305556, 41.11472222, 32.65, Cultural, "Spain", "Europe and North America"
876, "University and Historic Precinct of Alcalá de Henares", 1998, 0, , -3.368055556, 40.48138889, 78.38, Cultural, "Spain", "Europe and North America"
877, "New Zealand Sub-Antarctic Islands", 1998, 0, , 166.1044444, -50.75, 76458, Natural, "New Zealand", "Asia and the Pacific"
880, "Summer Palace, an Imperial Garden in Beijing", 1998, 0, , 116.1411111, 39.91055556, 297, Cultural, "China", "Asia and the Pacific"
881, "Temple of Heaven: an Imperial Sacrificial Altar in Beijing", 1998, 0, , 116.4447222, 39.84555556, 215, Cultural, "China", "Asia and the Pacific"
883, "Fuerte de Samaipata", 1998, 0, , -63.820485, -18.178323, 0, Cultural, "Bolivia (Plurinational State of)", "Latin America and the Caribbean"
884, "Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona", 2000, 0, , 9.02242, 46.19314, 14.698, Cultural, "Switzerland", "Europe and North America"
