Auster Autocar four seat light aircraft, civil aircraft, 
Auster Aiglet Trainer aerobatic four seat light aircraft, civil aircraft, 
Auster Alpine four seat light aircraft, civil aircraft, 
Auster B.4 prototype light cargo aircraft, civil aircraft, 
Auster Agricola agricultural aircraft, civil aircraft, 
Auster D.4 two seat light aircraft, civil aircraft, 
Avia BH-1 two seat light aircraft, civil aircraft, 
Avia BH-5 two seat light aircraft, civil aircraft, 
Avia BH-9 two seat light aircraft, civil aircraft, 
Avia BH-10 single seat aerobatic aircraft, civil aircraft, 
Avia BH-12 two seat light aircraft, civil aircraft, 
Avia BH-16 single seat light aircraft, civil aircraft, 
Avia BH-20 two seat trainer, civil aircraft, 
Avia BH-25 biplane airliner, civil aircraft, 
Avia 14 28 passenger airliner, civil aircraft, 
Aviat Husky Two seat utility light aircraft, civil aircraft, 
Aviat Pitts Special Single and two seat competition aerobatic biplanes, civil aircraft, 
Aviation Traders ATL-90 Accountant prototype 28 passenger turboprop airliner, civil aircraft, 
Aviation Traders ATL-98 Carvair Freighter/utility transport, civil aircraft, 
Avro Baby single seat light aircraft, civil aircraft, 
Avro Avian two seat light aircraft, civil aircraft, 
Avro 618 Ten ten passenger airliner, civil aircraft, 
Avro 652 four passenger airliner, civil aircraft, 
Avro York four engine airliner & cargo aircraft, civil aircraft, 
Avro Tudor four engine airliner, civil aircraft, 
Avro 748 (a.k.a. HS 748 & BAe 748) 50 seat turboprop airliner, civil aircraft, 
Avro RJ Series See British Aerospace BAe 146, civil aircraft, 
Avro Canada Jetliner prototype jet airliner, civil aircraft, 
Ayres Let L 610 40 seat regional airliner, civil aircraft, 
Ayres Thrush & Rockwell Thrush Commander Agricultural aircraft, civil aircraft, 
BAC One-Eleven Short haul airliner, civil aircraft, 
Baade B-152 also known as Dresden 152 was the first German passenger jet airliner, civil aircraft, 
Beagle Airedale Four seat light aircraft, civil aircraft, 
Beagle D5 Husky Light aircraft, civil aircraft, 
Beagle Pup Two, three and four place light aircraft, civil aircraft, 
Beagle Terrier three seat light aircraft, civil aircraft, 
Beagle B.206 Six/eight place cabin twin, civil aircraft, 
Bede BD-1 two place prototype design, civil aircraft, 
Bede BD-5 single seat sport aircraft, civil aircraft, 
Beechcraft Model 17 Staggerwing high performance light aircraft, civil aircraft, 
Beechcraft Model 18 Twin Beech Light utility transport, civil aircraft, 
Beechcraft Model 19 Musketeer Four seat light aircraft, civil aircraft, 
Beechcraft Model 23 Sundowner Four seat light aircraft, civil aircraft, 
Beechcraft Model 24 Sierra Four seat light aircraft, civil aircraft, 
Beechcraft Model 33, 35 & 36 Bonanza Four & six seat high performance light aircraft, civil aircraft, 
Beechcraft Model 50 Twin Bonanza Six place light business twin, civil aircraft, 
Beechcraft Model 55, 56 & 58 Baron Four or six place light business twin, civil aircraft, 
Beechcraft Model 60 Duke Four or six place high performance twin, civil aircraft, 
Beechcraft Model 65, 70, 80, 85 & 88 Queen Air Utility, light executive transport, commuter airliner, Air Ambulance, civil aircraft, 
Beechcraft Model 76 Duchess Four place light twin, civil aircraft, 
Beechcraft Model 77 Skipper Two seat pilot training aircraft, civil aircraft, 
Beechcraft Model 90 King Air 6-10 seat Executive Transport, Commuter Airliner, Air Ambulance, Freight Transport, civil aircraft, 
Beechcraft Model 95 Travel Air Four place light twin, civil aircraft, 
Beechcraft Model 99 Airliner 19 seat Commuter Airliner, civil aircraft, 
Beechcraft Model 100 King Air 8-12 seat Executive Transport, Commuter Airliner, Air Ambulance, Freight Transport, civil aircraft, 
Beechcraft Model 200 (Super) King Air 8-12 seat Executive Transport, Commuter Airliner, Air Ambulance, Freight Transport, Aerial Survey Aircraft, civil aircraft, 
Beechcraft Model 300 (Super) King Air 8-14 seat Executive Transport, Commuter Airliner, Air Ambulance, Freight Transport, Aerial Survey Aircraft, civil aircraft, 
Beechcraft Model 1300 Airliner 13 seat Commuter Airliner, civil aircraft, 
Beechcraft Model 1900 Airliner 19 seat Regional Airliner and Corporate Transport, civil aircraft, 
Beechcraft Model 400 Beechjet light corporate jet, civil aircraft, 
Beechcraft Starship 2000 Advanced technology corporate transport, civil aircraft, 
Bell 47 Two or three seat light utility helicopter, civil aircraft, 
Bell 204 & 205 Medium Lift Utility helicopter, civil aircraft, 
Bell 206 JetRanger Light utility helicopter, civil aircraft, 
Bell 206L LongRanger Light utility helicopter, civil aircraft, 
Bell 212 Twin TwoTwelve Medium lift utility helicopter, civil aircraft, 
Bell 214B and 214ST Medium transport helicopter, civil aircraft, 
Bell 222 & 230 Twin engine light utility helicopters, civil aircraft, 
Bell 407 Seven place utility helicopter, civil aircraft, 
Bell 412 Medium lift utility helicopter, civil aircraft, 
Bell 427 Light twin utility helicopters, civil aircraft, 
Bell 429 Light/intermediate twin utility helicopters, civil aircraft, 
Bell 430 Twin engine intermediate size helicopter, civil aircraft, 
Bell BA 609 Six to nine seat corporate/utility tiltrotor, civil aircraft, 
Bell 206LT TwinRanger & Tridair Gemini ST Twin engine light utility helicopters, civil aircraft, 
Beriev Be-30/Be-32 Regional airliner and utility transport, civil aircraft, 
Beriev Be-103 Firefighting and Multirole Maritime Amphibian, civil aircraft, 
Beriev Be-112 Firefighting and Multirole Maritime Amphibian, civil aircraft, 
Beriev Be-200 Firefighting and multirole amphibian, civil aircraft, 
Beriev Be-2500 Proposed amphibian freighter, civil aircraft, 
Boeing Model 40 biplane air mail carrier/airliner, civil aircraft, 
Boeing Model 80 biplane airliner, civil aircraft, 
Boeing Model 221 air mail carrier, civil aircraft, 
Boeing 247 propeller airliner, civil aircraft, 
Boeing 307 Stratoliner propeller airliner, civil aircraft, 
Boeing 314 Clipper FLying boat airliner, civil aircraft, 
Boeing 367-80 jet transport development aircraft, civil aircraft, 
Boeing 377 Stratocruiser propeller airliner, civil aircraft, 
Boeing 707-100 Medium to long range airliner and freighter, civil aircraft, 
Boeing 717 Short to medium range airliner, civil aircraft, 
Boeing 720 Medium range narrowbody airliner, civil aircraft, 
Boeing 727-100 Short to medium range narrowbody airliner, civil aircraft, 
Boeing 727-200 Short to medium range narrowbody airliner, civil aircraft, 
Boeing 737-100/200 Short range narrowbody airliner, civil aircraft, 
Boeing 737-300/400/500 Short to medium range narrowbody airliner, civil aircraft, 
Boeing 737-600/700 Short to medium range airliners, civil aircraft, 
Boeing 737-800/900 Short to medium range airliners, civil aircraft, 
Boeing 747-100 Long range high capacity widebody airliner, civil aircraft, 
Boeing 747-200 Long range high capacity widebody airliner, civil aircraft, 
Boeing 747-300 Long range high capacity widebody airliner, civil aircraft, 
Boeing 747-400 Long range high capacity widebody airliner, civil aircraft, 
Boeing 747-8 Long range high capacity widebody airliner, civil aircraft, 
Boeing 747SP Long range high capacity widebody airliner, civil aircraft, 
Boeing 757-200 Medium range narrowbody airliner, civil aircraft, 
Boeing 757-300 Medium range narrowbody airliner, civil aircraft, 
Boeing 767-200 Medium to long range widebody airliner, civil aircraft, 
Boeing 767-300 Medium to long range widebody airliner, civil aircraft, 
Boeing 767-400 Medium to long range widebody airliner, civil aircraft, 
Boeing 777-200 Long and ultra long range widebody airliners, civil aircraft, 
Boeing 777-300 Long range high capacity widebody airliner, civil aircraft, 
Boeing 787-3 Medium range high capacity widebody airliner, civil aircraft, 
Boeing 787-8 Long to Ultra-Long range high capacity widebody airliner, civil aircraft, 
Boeing 787-9 Long to Ultra-Long range high capacity widebody airliner, civil aircraft, 
Boeing Business Jet Long range large capacity corporate jet, civil aircraft, 
Boeing 2707 Supersonic transport project, civil aircraft, 
Boeing Vertol (Kawasaki) KV 107 Medium to heavylift utility helicopter, civil aircraft, 
Boeing Commercial Chinook Heavylift utility and airliner helicopter, civil aircraft, 
Boeing/MDHS/Hughes 500 Light utility helicopters, civil aircraft, 
Boeing MD 520N Light utility helicopter, civil aircraft, 
Boeing MD 600N Eight place light utility helicopter, civil aircraft, 
Boeing MD Explorer Light twin helicopter, civil aircraft, 
Boeing Stearman Two seat sport, utility and agricultural biplane, civil aircraft, 
Bombardier BD-100 Challenger 300 Super mid size corporate jet, civil aircraft, 
Bombardier CL600 Challenger 600/601/604/605 long range corporate jets, civil aircraft, 
Bombardier Challenger 850 large long range corporate jet, civil aircraft, 
Bombardier Global 5000 long range high capacity corporate jet, civil aircraft, 
Bombardier BD-700 Global Express Ultra long range, high speed, high capacity corporate jet, civil aircraft, 
Bombardier Learjet 40 small corporate jet, civil aircraft, 
Bombardier Learjet 45 Mid-size corporate jet, civil aircraft, 
Bombardier Learjet 55 & 60 Mid-size corporate jets, civil aircraft, 
Brantly B-2 & 305 Light piston powered utility helicopters, civil aircraft, 
Bristol 167 Brabazon long range airliner, civil aircraft, 
Bristol 170 Freighter Short range freighter/utility transport, civil aircraft, 
Bristol 175 Britannia long range turboprop airliner, civil aircraft, 
British Aerospace Jetstream 31 18 seat regional turboprop airliner, civil aircraft, 
British Aerospace Jetstream 41 29 seat regional turboprop airliner, civil aircraft, 
British Aerospace/Hawker Siddeley 748 Turboprop Regional airliner, civil aircraft, 
British Aerospace ATP Turboprop powered regional airliner, civil aircraft, 
British Aerospace BAe 125 Mid-size corporate jet, civil aircraft, 
British Aerospace BAe 146 four engined regional jet airliner, civil aircraft, 
Britten-Norman BN-2 Islander Commuter airliner and light utility transport, civil aircraft, 
Britten-Norman BN-2A Mk III Trislander Commuter airliner, civil aircraft, 
Canadair CL-215 & Canadair CL-415 Firebomber and utility amphibian, civil aircraft, 
Canadair CL-44 & Yukon Medium to long range airliner and freighter, civil aircraft, 
Canadair CL-600 Challenger 600 Medium to long range widebody corporate jet, civil aircraft, 
Canadair CL-600 Challenger 601 & 604 Long range widebody corporate jets, civil aircraft, 
Canadair CL-600 Regional Jet CRJ-100 & 200 Regional jet airliner, civil aircraft, 
Canadair CL-600 Regional Jet CRJ-700 70 seat regional jet airliner, civil aircraft, 
CAP Aviation CAP-10/20/21/230/231/232 Single and two seat aerobatic light aircraft, civil aircraft, 
CASA C212 Aviocar STOL turboprop regional airliner and utility transport, civil aircraft, 
CASA/IPTN CN235 Utility transport and 45 seat regional airliner, civil aircraft, 
Cessna 120, civil aircraft, 
Cessna 140, civil aircraft, 
Cessna 150 & Cessna 152 Two seat primary and aerobatic capable trainers, civil aircraft, 
Cessna 170 Four seat light aircraft, civil aircraft, 
Cessna 172 Skyhawk, civil aircraft, 
Cessna 175 Skylark Four seat light aircraft, civil aircraft, 
Cessna 177 Cardinal and Cardinal RG Four seat light aircraft, civil aircraft, 
Cessna 180 & 185 Skywagon Four to six seat utility light aircraft, civil aircraft, 
Cessna 182 High performance four seat light aircraft, civil aircraft, 
Cessna 188 AGwagon, AGpickup, AGtruck, and AGhusky series of agricultural aircraft, civil aircraft, 
Cessna 205, 206 & 207 Six seat utility light aircraft, civil aircraft, 
Cessna 208 Caravan I, Grand Caravan & Cargomaster Single turboprop utility transport, civil aircraft, 
Cessna 210 Centurion High performance four to six seat light aircraft, civil aircraft, 
Cessna 310 & 320 Skynight Four to six seat light piston twins, civil aircraft, 
Cessna 336 & 337 Skymaster Six seat light piston twins, civil aircraft, 
Cessna 340 & 335 Six seat business twins, civil aircraft, 
Cessna 404 Titan Ten place corporate, commuter and freighter transport, civil aircraft, 
Cessna 411, 401 & 402 Freighter, 10 seat commuter, or six to eight seat business twins, civil aircraft, 
Cessna 421 & 414 Pressurised six to eight seat cabin twins, civil aircraft, 
Cessna 500 & 501 Citation, Citation I & Citation I/SP Light corporate jets, civil aircraft, 
Cessna 550 Citation II & 551 Citation II & Bravo Light corporate jets, civil aircraft, 
Cessna 560 Citation V, Ultra & Ultra Encore Small to midsize corporate jet, civil aircraft, 
Cessna 560XL Citation Excel Small to mid size corporate jet, civil aircraft, 
Cessna 650 Citation III, VI & VII Medium size corporate jets, civil aircraft, 
Cessna 680 Citation Sovereign Mid size corporate jet, civil aircraft, 
Cessna Citation X Long range, high speed, mid size corporate jet, civil aircraft, 
Cessna CitationJet, CJ1 & CJ2 Light corporate jets, civil aircraft, 
Cessna Corsair, Caravan II Turboprop powered executive transports, civil aircraft, 
Cessna Conquest, Conquest I & II Turboprop powered executive transports, civil aircraft, 
Cessna T303 Crusader Six seat corporate and utility transport, civil aircraft, 
Chichester-Miles Leopard High performance jet powered four seat light aircraft, civil aircraft, 
Cirrus SR20/22 Four seat high performance light aircraft, civil aircraft, 
Citabria series of tandem 2 seat high wing, aerobatic, utility and STOL aircraft, civil aircraft, 
Christen Eagle, aerobatic kit aircraft, based on Pitts Special, civil aircraft, 
Columbia 400 Four seat high performance light aircraft, civil aircraft, 
Commander 114B Four seat high performance light aircraft, civil aircraft, 
Concorde, civil aircraft, 
Conroy CL-44-0 Skymonster Large freighter, civil aircraft, 
Convair 240/340/440 Short haul commercial transports, civil aircraft, 
Convair CV-540/580/600/640/5800 Short haul turboprop converted commercial ransports, civil aircraft, 
Curtiss C46 Commando Freighter, civil aircraft, 
Dassault Falcon 2000 Transcontinental range mid to large size corporate jet, civil aircraft, 
Dassault Falcon 50 Long range mid size corporate jet, civil aircraft, 
Dassault Falcon 900 Large transcontinental range corporate jet, civil aircraft, 
Dassault Falcon 7X Large transcontinental range corporate jet, civil aircraft, 
Dassault Mercure Short to medium range narrowbody jet, civil aircraft, 
Dassault Mystère/Falcon 10 & 100 Light corporate jet, civil aircraft, 
Dassault Mystère/Falcon 20 & 200 Mid size corporate jet and multirole utility transport, civil aircraft, 
De Havilland Canada DHC-1 Chipmunk Two seat light aircraft, civil aircraft, 
De Havilland Canada DHC-2 Beaver STOL utility transport, civil aircraft, 
De Havilland Canada DHC-3 Otter STOL utility transport, civil aircraft, 
De Havilland Canada DHC-4 Caribou STOL utility transport, civil aircraft, 
De Havilland Canada DHC-5 Buffalo STOL utility transport, civil aircraft, 
De Havilland Canada DHC-6 Twin Otter STOL turboprop regional airliner and utility transport, civil aircraft, 
De Havilland Canada Dash 7 STOL Four turboprop regional airliner, civil aircraft, 
De Havilland Canada DHC-8-100/200 Dash 8 Twin turboprop regional airliner, civil aircraft, 
De Havilland Canada DHC-8-300 Dash 8 Twin turboprop regional airliner, civil aircraft, 
De Havilland Canada DHC-8-400 Dash 8 70 seat Twin turboprop regional airliner, civil aircraft, 
De Havilland Comet the world's first commercial jet airliner, civil aircraft, 
De Havilland DH.86 1930's biplane airliner, civil aircraft, 
De Havilland DH.89 Dragon Rapide 1930's biplane airliner, civil aircraft, 
De Havilland DH.104 Dove Eight seat commuter airliner and executive transport, civil aircraft, 
De Havilland DH.114 Heron 14 seat commuter airliner, civil aircraft, 
De Havilland DH.82 Tiger Moth Two seat biplane light aircraft, civil aircraft, 
Diamond DA20 Two seat light aircraft and basic trainer, civil aircraft, 
Dornier Do 27 Four to six seat STOL utility light aircraft, civil aircraft, 
Dornier Do 28 & 128 STOL utility transports, civil aircraft, 
Dornier Do 228 turboprop utility aircraft, civil aircraft, 
Dornier Do 328 turboprop and turbojet aircraft, civil aircraft, 
Douglas DC-3 Short range airliner and utility transport, civil aircraft, 
Douglas DC-4 Piston engined airliner and freighter, civil aircraft, 
Douglas DC-6 Piston engined airliner and freighter, civil aircraft, 
Douglas DC-7 Piston engine airliner and freighter, civil aircraft, 
Douglas DC-8 Series 10 to 50 Medium to long range airliner and freighter, civil aircraft, 
Douglas DC-8 Super 60 & 70 Series Long range medium capacity airliner and freighter, civil aircraft, 
Edgley Optica British light aircraft, civil aircraft, 
EH Industries EH 101 Commuter, offshore oil rig support & utility helicopter, civil aircraft, 
Embraer EMB 110 Bandeirante 15-18 seat turboprop multi-purpose aircraft, civil aircraft, 
Embraer EMB 120 Brasilia 30 seat turboprop regional airliner, civil aircraft, 
Embraer EMB 121 Xingu 8-9 seat turboprop multi-purpose aircraft, civil aircraft, 
Embraer/FMA CBA 123 Vector 19 seat turboprop regional airliner, civil aircraft, 
Embraer ERJ 135 37 seat regional jet airliner, civil aircraft, 
Embraer ERJ 140 45 seat regional jet airliner, civil aircraft, 
Embraer ERJ 145 50 seat regional jet airliner, civil aircraft, 
Embraer 170 70 seat medium range jet airliner, civil aircraft, 
Embraer 175 78 seat medium range jet airliner, civil aircraft, 
Embraer 190 98 seat medium range jet airliner, civil aircraft, 
Embraer 195 108 seat medium range jet airliner, civil aircraft, 
Embraer Lineage 1000 corporate jet based on the Embraer 190 platform, civil aircraft, 
Embraer Legacy 600 corporate jet based on the Embraer ERJ 145 platform, civil aircraft, 
Embraer Phenom 100 very light corporate jet, civil aircraft, 
Embraer Phenom 300 light corporate jet, civil aircraft, 
Enstrom F-28/280/480 Three and five seat light helicopters, civil aircraft, 
ERCO Ercoupe and derivatives Two-seat light aircraft, civil aircraft, 
Eurocopter Super Puma Medium lift utility helicopter, civil aircraft, 
Eurocopter Ecureuil Light utility helicopter, civil aircraft, 
Eurocopter AS-355 Ecureuil 2 Twin engined light utility helicopter, civil aircraft, 
Eurocopter AS-365N Dauphin 2 & EC-155 Twin engine mid sized utility helicopter, civil aircraft, 
Eurocopter BO 105 & EC Super Five Five place multi purpose light utility helicopter, civil aircraft, 
Eurocopter Colibri Five place light utility helicopter, civil aircraft, 
Eurocopter EC-135/635 Seven place light twin turbine utility helicopter, civil aircraft, 
MBB/Kawasaki BK117 Twin engine utility helicopter, civil aircraft, 
Exec 162F Two-seat kit helicopter, manufactured by RotorWay International, civil aircraft, 
Extra 230, 300 & 200 Unlimited competition aerobatic aircraft, civil aircraft, 
Fairchild (Swearingen) Merlin Turboprop corporate transport, civil aircraft, 
Fairchild Aerospace 228 15-19 seat regional airliner and STOL utility transport, civil aircraft, 
Fairchild Aerospace 328 30 seat regional turboprop airliner, civil aircraft, 
Fairchild Aerospace 328JET & 428JET 32 seat regional jet airliner, civil aircraft, 
Fairchild Aerospace Metro II, III & 23 19 seat regional airliner, civil aircraft, 
FFA AS-202 Bravo Two seat basic trainer and aerobatic light aircraft, civil aircraft, 
Fokker 50 Turboprop regional airliner, civil aircraft, 
Fokker 70 70 seat regional jetliner, civil aircraft, 
Fokker F100 100 seat regional jet, civil aircraft, 
Fokker F27 & Fairchild F-27 & FH-227 Regional airliners, civil aircraft, 
Fokker F-28 Fellowship Regional jet airliner, civil aircraft, 
Fokker F-VII, civil aircraft, 
Ford Trimotor, civil aircraft, 
Fuji FA200 Aero Subaru Four seat light aircraft, civil aircraft, 
GAF N22 & N24 Nomad STOL utility transport, civil aircraft, 
Gippsland GA200 "Fatman" Two seat agricultural aircraft, civil aircraft, 
Gippsland GA8 "Airvan" Eight seat utility light aircraft, civil aircraft, 
Grob G 115 Two seat basic and aerobatic trainer, civil aircraft, 
Grob GF 200 Four seat high performance light aircraft, civil aircraft, 
Grumman American AA-1B Trainer Two seat light aircraft, civil aircraft, 
Grumman American AA-5 Traveler, Tiger & Cheetah Four seat light aircraft, civil aircraft, 
Grumman G-1159 Gulfstream II/III Long range large corporate jet, civil aircraft, 
Grumman G-159 Gulfstream I Corporate transport and regional airliner, civil aircraft, 
Grumman G-164 Ag-Cat Biplane agricultural aircraft, civil aircraft, 
Grumman G-21 "Goose" Eight seat utility amphibian, civil aircraft, 
Grumman G-44 "Widgeon" Light utility amphibian, civil aircraft, 
Grumman G-73 "Mallard" Ten seat utility amphibious transport, civil aircraft, 
Grumman HU-16 "Albatross" Amphibious airliner and light utility transport, civil aircraft, 
Gulfstream American GA-7 Cougar four place light twin-engined aircraft, civil aircraft, 
Gulfstream Aerospace Gulfstream IV G-IV Long range large corporate transport, civil aircraft, 
Gulfstream Aerospace Gulfstream V G-V Ultra long range large corporate transport, civil aircraft, 
Gulfstream Aerospace Jetprop & Turbo Commander Twin turboprop utility and corporate transports, civil aircraft, 
Handley Page Herald Turboprop airliner and freighter, civil aircraft, 
Handley Page Jetstream 12 seat regional turboprop airliner, civil aircraft, 
Harbin Y-11/12 Commuter airliners and utility transports, civil aircraft, 
Hawker Siddeley H.S.125-1/2/3/400/600 Mid-size corporate jet, civil aircraft, 
Hawker Siddeley HS 748 (a.k.a. Avro 748), civil aircraft, 
Hawker Siddeley Trident-1/1E/2C/3B Short/Medium range airliner., civil aircraft, 
Helio Courier Four/six place STOL utility light aircraft, civil aircraft, 
Hiller UH-12 Light utility helicopter, civil aircraft, 
Hindustan Advanced Light Helicopter Medium utility helicopter, civil aircraft, 
Honda HA-420 HondaJet Light corporate jet, civil aircraft, 
IAI Arava STOL utility transport, civil aircraft, 
IAI Westwind Small to mid size corporate jet, civil aircraft, 
Ilyushin Il-14 Short range airliner and utility transport, civil aircraft, 
Ilyushin Il-18 Medium range turboprop airliner, civil aircraft, 
Ilyushin Il-62 Medium to long range medium capacity airliner, civil aircraft, 
Ilyushin Il-76 Medium to long range passenger, civil aircraft, 
Ilyushin Il-76TF Medium to long range freighter, civil aircraft, 
Ilyushin Il-76MD, civil aircraft, 
Ilyushin Il-76MF, civil aircraft, 
Ilyushin Il-76MK, civil aircraft, 
Ilyushin Il-76TF, civil aircraft, 
Ilyushin Il-86 Medium range widebody airliner, civil aircraft, 
Ilyushin Il-96 Long range widebody airliner, civil aircraft, 
Ilyushin Il-96-300 Medium range widebody airliner, civil aircraft, 
Ilyushin Il-96-400 Medium range widebody airliner, civil aircraft, 
Ilyushin Il-96T Medium to long range freighter, civil aircraft, 
Ilyushin Il-96-400T Medium to long range freighter, civil aircraft, 
Ilyushin Il-112B, civil aircraft, 
Ilyushin Il-103 Two and five seat light aircraft, civil aircraft, 
Ilyushin Il-114 Turboprop regional airliner, civil aircraft, 
